nom	annee	n
la Commission réduite de Toponymie de Port-aux-Français	1910	0
la Commission réduite de Toponymie de Port-aux-Français	1920	0
la Commission réduite de Toponymie de Port-aux-Français	1930	0
la Commission réduite de Toponymie de Port-aux-Français	1940	0
la Commission réduite de Toponymie de Port-aux-Français	1950	0
la Commission réduite de Toponymie de Port-aux-Français	1960	2
la Commission réduite de Toponymie de Port-aux-Français	1970	0
la Commission réduite de Toponymie de Port-aux-Français	1980	0
l'expédition du Bougainville	1760	0
l'expédition du Bougainville	1770	0
l'expédition du Bougainville	1780	0
l'expédition du Bougainville	1790	0
l'expédition du Bougainville	1800	0
l'expédition du Bougainville	1810	0
l'expédition du Bougainville	1820	0
l'expédition du Bougainville	1830	0
l'expédition du Bougainville	1840	0
l'expédition du Bougainville	1850	0
l'expédition du Bougainville	1860	0
l'expédition du Bougainville	1870	0
l'expédition du Bougainville	1880	0
l'expédition du Bougainville	1890	0
l'expédition du Bougainville	1900	0
l'expédition du Bougainville	1910	0
l'expédition du Bougainville	1920	0
l'expédition du Bougainville	1930	3
l'expédition du Bougainville	1940	0
l'expédition du Bougainville	1950	0
l'expédition du Bougainville	1960	0
l'expédition du Bougainville	1970	0
l'expédition du Bougainville	1980	0
La Commission de Toponymie de Port-aux-Français	1760	0
La Commission de Toponymie de Port-aux-Français	1770	0
La Commission de Toponymie de Port-aux-Français	1780	0
La Commission de Toponymie de Port-aux-Français	1790	0
La Commission de Toponymie de Port-aux-Français	1800	0
La Commission de Toponymie de Port-aux-Français	1810	0
La Commission de Toponymie de Port-aux-Français	1820	0
La Commission de Toponymie de Port-aux-Français	1830	0
La Commission de Toponymie de Port-aux-Français	1840	0
La Commission de Toponymie de Port-aux-Français	1850	0
La Commission de Toponymie de Port-aux-Français	1860	0
La Commission de Toponymie de Port-aux-Français	1870	0
La Commission de Toponymie de Port-aux-Français	1880	0
La Commission de Toponymie de Port-aux-Français	1890	0
La Commission de Toponymie de Port-aux-Français	1900	0
La Commission de Toponymie de Port-aux-Français	1910	0
La Commission de Toponymie de Port-aux-Français	1920	0
La Commission de Toponymie de Port-aux-Français	1930	0
La Commission de Toponymie de Port-aux-Français	1940	0
La Commission de Toponymie de Port-aux-Français	1950	0
La Commission de Toponymie de Port-aux-Français	1960	1
La Commission de Toponymie de Port-aux-Français	1970	0
La Commission de Toponymie de Port-aux-Français	1980	0
Benoît Tollu	1760	0
Benoît Tollu	1770	0
Benoît Tollu	1780	0
Benoît Tollu	1790	0
Benoît Tollu	1800	0
Benoît Tollu	1810	0
Benoît Tollu	1820	0
Benoît Tollu	1830	0
Benoît Tollu	1840	0
Benoît Tollu	1850	0
Benoît Tollu	1860	0
Benoît Tollu	1870	0
Benoît Tollu	1880	0
Benoît Tollu	1890	0
Benoît Tollu	1900	0
Benoît Tollu	1910	0
Benoît Tollu	1920	0
Benoît Tollu	1930	0
Benoît Tollu	1940	0
Benoît Tollu	1950	0
Benoît Tollu	1960	23
Benoît Tollu	1970	0
Benoît Tollu	1980	0
Jean-Claude Hureau	1760	0
Jean-Claude Hureau	1770	0
Jean-Claude Hureau	1780	0
Jean-Claude Hureau	1790	0
Jean-Claude Hureau	1800	0
Jean-Claude Hureau	1810	0
Jean-Claude Hureau	1820	0
Jean-Claude Hureau	1830	0
Jean-Claude Hureau	1840	0
Jean-Claude Hureau	1850	0
Jean-Claude Hureau	1860	0
Jean-Claude Hureau	1870	0
Jean-Claude Hureau	1880	0
Jean-Claude Hureau	1890	0
Jean-Claude Hureau	1900	0
Jean-Claude Hureau	1910	0
Jean-Claude Hureau	1920	0
Jean-Claude Hureau	1930	0
Jean-Claude Hureau	1940	0
Jean-Claude Hureau	1950	0
Jean-Claude Hureau	1960	1
Jean-Claude Hureau	1970	0
Jean-Claude Hureau	1980	0
?	1760	0
?	1770	0
?	1780	0
?	1790	0
?	1800	0
?	1810	0
?	1820	0
?	1830	0
?	1840	0
?	1850	0
?	1860	0
?	1870	0
?	1880	0
?	1890	0
?	1900	0
?	1910	1
?	1920	0
?	1930	1
?	1940	0
?	1950	0
?	1960	0
?	1970	0
?	1980	0
les premières missions de Port-aux-Français	1760	0
les premières missions de Port-aux-Français	1770	0
les premières missions de Port-aux-Français	1780	0
les premières missions de Port-aux-Français	1790	0
les premières missions de Port-aux-Français	1800	0
les premières missions de Port-aux-Français	1810	0
les premières missions de Port-aux-Français	1820	0
les premières missions de Port-aux-Français	1830	0
les premières missions de Port-aux-Français	1840	0
les premières missions de Port-aux-Français	1850	0
les premières missions de Port-aux-Français	1860	0
les premières missions de Port-aux-Français	1870	0
les premières missions de Port-aux-Français	1880	0
les premières missions de Port-aux-Français	1890	0
les premières missions de Port-aux-Français	1900	0
les premières missions de Port-aux-Français	1910	0
les premières missions de Port-aux-Français	1920	0
les premières missions de Port-aux-Français	1930	0
les premières missions de Port-aux-Français	1940	0
les premières missions de Port-aux-Français	1950	1
les premières missions de Port-aux-Français	1960	0
les premières missions de Port-aux-Français	1970	0
les premières missions de Port-aux-Français	1980	0
les opérateurs topographes	1760	0
les opérateurs topographes	1770	0
les opérateurs topographes	1780	0
les opérateurs topographes	1790	0
les opérateurs topographes	1800	0
les opérateurs topographes	1810	0
les opérateurs topographes	1820	0
les opérateurs topographes	1830	0
les opérateurs topographes	1840	0
les opérateurs topographes	1850	0
les opérateurs topographes	1860	0
les opérateurs topographes	1870	0
les opérateurs topographes	1880	0
les opérateurs topographes	1890	0
les opérateurs topographes	1900	0
les opérateurs topographes	1910	0
les opérateurs topographes	1920	0
les opérateurs topographes	1930	0
les opérateurs topographes	1940	0
les opérateurs topographes	1950	0
les opérateurs topographes	1960	1
les opérateurs topographes	1970	0
les opérateurs topographes	1980	0
le Service hydrographique	1760	0
le Service hydrographique	1770	0
le Service hydrographique	1780	0
le Service hydrographique	1790	0
le Service hydrographique	1800	0
le Service hydrographique	1810	0
le Service hydrographique	1820	0
le Service hydrographique	1830	0
le Service hydrographique	1840	0
le Service hydrographique	1850	0
le Service hydrographique	1860	0
le Service hydrographique	1870	0
le Service hydrographique	1880	0
le Service hydrographique	1890	0
le Service hydrographique	1900	0
le Service hydrographique	1910	0
le Service hydrographique	1920	0
le Service hydrographique	1930	1
le Service hydrographique	1940	0
le Service hydrographique	1950	0
le Service hydrographique	1960	0
le Service hydrographique	1970	0
le Service hydrographique	1980	0
les chasseurs	1760	0
les chasseurs	1770	0
les chasseurs	1780	0
les chasseurs	1790	1
les chasseurs	1800	4
les chasseurs	1810	0
les chasseurs	1820	0
les chasseurs	1830	0
les chasseurs	1840	0
les chasseurs	1850	0
les chasseurs	1860	0
les chasseurs	1870	0
les chasseurs	1880	0
les chasseurs	1890	0
les chasseurs	1900	0
les chasseurs	1910	0
les chasseurs	1920	0
les chasseurs	1930	0
les chasseurs	1940	0
les chasseurs	1950	0
les chasseurs	1960	0
les chasseurs	1970	0
les chasseurs	1980	0
l'usage local	1760	0
l'usage local	1770	0
l'usage local	1780	0
l'usage local	1790	0
l'usage local	1800	0
l'usage local	1810	0
l'usage local	1820	0
l'usage local	1830	0
l'usage local	1840	0
l'usage local	1850	0
l'usage local	1860	0
l'usage local	1870	0
l'usage local	1880	0
l'usage local	1890	0
l'usage local	1900	0
l'usage local	1910	0
l'usage local	1920	0
l'usage local	1930	0
l'usage local	1940	0
l'usage local	1950	0
l'usage local	1960	8
l'usage local	1970	0
l'usage local	1980	0
les chasseurs anglais	1760	0
les chasseurs anglais	1770	0
les chasseurs anglais	1780	0
les chasseurs anglais	1790	3
les chasseurs anglais	1800	1
les chasseurs anglais	1810	0
les chasseurs anglais	1820	0
les chasseurs anglais	1830	0
les chasseurs anglais	1840	0
les chasseurs anglais	1850	0
les chasseurs anglais	1860	0
les chasseurs anglais	1870	0
les chasseurs anglais	1880	0
les chasseurs anglais	1890	0
les chasseurs anglais	1900	0
les chasseurs anglais	1910	0
les chasseurs anglais	1920	0
les chasseurs anglais	1930	0
les chasseurs anglais	1940	0
les chasseurs anglais	1950	0
les chasseurs anglais	1960	0
les chasseurs anglais	1970	0
les chasseurs anglais	1980	0
la reconnaissance Benoît Tollu	1760	0
la reconnaissance Benoît Tollu	1770	0
la reconnaissance Benoît Tollu	1780	0
la reconnaissance Benoît Tollu	1790	0
la reconnaissance Benoît Tollu	1800	0
la reconnaissance Benoît Tollu	1810	0
la reconnaissance Benoît Tollu	1820	0
la reconnaissance Benoît Tollu	1830	0
la reconnaissance Benoît Tollu	1840	0
la reconnaissance Benoît Tollu	1850	0
la reconnaissance Benoît Tollu	1860	0
la reconnaissance Benoît Tollu	1870	0
la reconnaissance Benoît Tollu	1880	0
la reconnaissance Benoît Tollu	1890	0
la reconnaissance Benoît Tollu	1900	0
la reconnaissance Benoît Tollu	1910	0
la reconnaissance Benoît Tollu	1920	0
la reconnaissance Benoît Tollu	1930	0
la reconnaissance Benoît Tollu	1940	0
la reconnaissance Benoît Tollu	1950	0
la reconnaissance Benoît Tollu	1960	1
la reconnaissance Benoît Tollu	1970	0
la reconnaissance Benoît Tollu	1980	0
la Société des iles Kerguelen	1760	0
la Société des iles Kerguelen	1770	0
la Société des iles Kerguelen	1780	0
la Société des iles Kerguelen	1790	0
la Société des iles Kerguelen	1800	0
la Société des iles Kerguelen	1810	0
la Société des iles Kerguelen	1820	0
la Société des iles Kerguelen	1830	0
la Société des iles Kerguelen	1840	0
la Société des iles Kerguelen	1850	0
la Société des iles Kerguelen	1860	0
la Société des iles Kerguelen	1870	0
la Société des iles Kerguelen	1880	0
la Société des iles Kerguelen	1890	0
la Société des iles Kerguelen	1900	0
la Société des iles Kerguelen	1910	1
la Société des iles Kerguelen	1920	0
la Société des iles Kerguelen	1930	0
la Société des iles Kerguelen	1940	0
la Société des iles Kerguelen	1950	0
la Société des iles Kerguelen	1960	0
la Société des iles Kerguelen	1970	0
la Société des iles Kerguelen	1980	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1760	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1770	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1780	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1790	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1800	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1810	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1820	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1830	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1840	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1850	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1860	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1870	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1880	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1890	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1900	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1910	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1920	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1930	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1940	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1950	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1960	1
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1970	0
la reconnaissance à pied Frey - Gadat - Massart - Tyrode	1980	0
Hervé Guichard	1760	0
Hervé Guichard	1770	0
Hervé Guichard	1780	0
Hervé Guichard	1790	0
Hervé Guichard	1800	0
Hervé Guichard	1810	0
Hervé Guichard	1820	0
Hervé Guichard	1830	0
Hervé Guichard	1840	0
Hervé Guichard	1850	0
Hervé Guichard	1860	0
Hervé Guichard	1870	0
Hervé Guichard	1880	0
Hervé Guichard	1890	0
Hervé Guichard	1900	0
Hervé Guichard	1910	0
Hervé Guichard	1920	0
Hervé Guichard	1930	0
Hervé Guichard	1940	0
Hervé Guichard	1950	0
Hervé Guichard	1960	9
Hervé Guichard	1970	0
Hervé Guichard	1980	0
le professeur Bauer	1760	0
le professeur Bauer	1770	0
le professeur Bauer	1780	0
le professeur Bauer	1790	0
le professeur Bauer	1800	0
le professeur Bauer	1810	0
le professeur Bauer	1820	0
le professeur Bauer	1830	0
le professeur Bauer	1840	0
le professeur Bauer	1850	0
le professeur Bauer	1860	0
le professeur Bauer	1870	0
le professeur Bauer	1880	0
le professeur Bauer	1890	0
le professeur Bauer	1900	0
le professeur Bauer	1910	0
le professeur Bauer	1920	0
le professeur Bauer	1930	0
le professeur Bauer	1940	0
le professeur Bauer	1950	0
le professeur Bauer	1960	1
le professeur Bauer	1970	0
le professeur Bauer	1980	0
Gaston Rouillon	1760	0
Gaston Rouillon	1770	0
Gaston Rouillon	1780	0
Gaston Rouillon	1790	0
Gaston Rouillon	1800	0
Gaston Rouillon	1810	0
Gaston Rouillon	1820	0
Gaston Rouillon	1830	0
Gaston Rouillon	1840	0
Gaston Rouillon	1850	0
Gaston Rouillon	1860	0
Gaston Rouillon	1870	0
Gaston Rouillon	1880	0
Gaston Rouillon	1890	0
Gaston Rouillon	1900	0
Gaston Rouillon	1910	0
Gaston Rouillon	1920	0
Gaston Rouillon	1930	0
Gaston Rouillon	1940	0
Gaston Rouillon	1950	0
Gaston Rouillon	1960	1
Gaston Rouillon	1970	0
Gaston Rouillon	1980	0
les géographes	1760	0
les géographes	1770	0
les géographes	1780	0
les géographes	1790	0
les géographes	1800	0
les géographes	1810	0
les géographes	1820	0
les géographes	1830	0
les géographes	1840	0
les géographes	1850	0
les géographes	1860	0
les géographes	1870	0
les géographes	1880	0
les géographes	1890	0
les géographes	1900	0
les géographes	1910	0
les géographes	1920	0
les géographes	1930	0
les géographes	1940	0
les géographes	1950	0
les géographes	1960	19
les géographes	1970	0
les géographes	1980	0
Pierre Bellair	1760	0
Pierre Bellair	1770	0
Pierre Bellair	1780	0
Pierre Bellair	1790	0
Pierre Bellair	1800	0
Pierre Bellair	1810	0
Pierre Bellair	1820	0
Pierre Bellair	1830	0
Pierre Bellair	1840	0
Pierre Bellair	1850	0
Pierre Bellair	1860	0
Pierre Bellair	1870	0
Pierre Bellair	1880	0
Pierre Bellair	1890	0
Pierre Bellair	1900	0
Pierre Bellair	1910	0
Pierre Bellair	1920	0
Pierre Bellair	1930	0
Pierre Bellair	1940	0
Pierre Bellair	1950	0
Pierre Bellair	1960	1
Pierre Bellair	1970	0
Pierre Bellair	1980	0
l'aviso Bougainville	1760	0
l'aviso Bougainville	1770	0
l'aviso Bougainville	1780	0
l'aviso Bougainville	1790	0
l'aviso Bougainville	1800	0
l'aviso Bougainville	1810	0
l'aviso Bougainville	1820	0
l'aviso Bougainville	1830	0
l'aviso Bougainville	1840	0
l'aviso Bougainville	1850	0
l'aviso Bougainville	1860	0
l'aviso Bougainville	1870	0
l'aviso Bougainville	1880	0
l'aviso Bougainville	1890	0
l'aviso Bougainville	1900	0
l'aviso Bougainville	1910	0
l'aviso Bougainville	1920	0
l'aviso Bougainville	1930	1
l'aviso Bougainville	1940	0
l'aviso Bougainville	1950	0
l'aviso Bougainville	1960	0
l'aviso Bougainville	1970	0
l'aviso Bougainville	1980	0
A. Bauer	1760	0
A. Bauer	1770	0
A. Bauer	1780	0
A. Bauer	1790	0
A. Bauer	1800	0
A. Bauer	1810	0
A. Bauer	1820	0
A. Bauer	1830	0
A. Bauer	1840	0
A. Bauer	1850	0
A. Bauer	1860	0
A. Bauer	1870	0
A. Bauer	1880	0
A. Bauer	1890	0
A. Bauer	1900	0
A. Bauer	1910	0
A. Bauer	1920	0
A. Bauer	1930	0
A. Bauer	1940	0
A. Bauer	1950	0
A. Bauer	1960	43
A. Bauer	1970	0
A. Bauer	1980	0
les hydrographes de l'aviso Lapérouse	1760	0
les hydrographes de l'aviso Lapérouse	1770	0
les hydrographes de l'aviso Lapérouse	1780	0
les hydrographes de l'aviso Lapérouse	1790	0
les hydrographes de l'aviso Lapérouse	1800	0
les hydrographes de l'aviso Lapérouse	1810	0
les hydrographes de l'aviso Lapérouse	1820	0
les hydrographes de l'aviso Lapérouse	1830	0
les hydrographes de l'aviso Lapérouse	1840	0
les hydrographes de l'aviso Lapérouse	1850	0
les hydrographes de l'aviso Lapérouse	1860	0
les hydrographes de l'aviso Lapérouse	1870	0
les hydrographes de l'aviso Lapérouse	1880	0
les hydrographes de l'aviso Lapérouse	1890	0
les hydrographes de l'aviso Lapérouse	1900	0
les hydrographes de l'aviso Lapérouse	1910	0
les hydrographes de l'aviso Lapérouse	1920	0
les hydrographes de l'aviso Lapérouse	1930	0
les hydrographes de l'aviso Lapérouse	1940	0
les hydrographes de l'aviso Lapérouse	1950	1
les hydrographes de l'aviso Lapérouse	1960	0
les hydrographes de l'aviso Lapérouse	1970	0
les hydrographes de l'aviso Lapérouse	1980	0
Douglas Mawson	1760	0
Douglas Mawson	1770	0
Douglas Mawson	1780	0
Douglas Mawson	1790	0
Douglas Mawson	1800	0
Douglas Mawson	1810	0
Douglas Mawson	1820	0
Douglas Mawson	1830	0
Douglas Mawson	1840	0
Douglas Mawson	1850	0
Douglas Mawson	1860	0
Douglas Mawson	1870	0
Douglas Mawson	1880	0
Douglas Mawson	1890	0
Douglas Mawson	1900	0
Douglas Mawson	1910	0
Douglas Mawson	1920	0
Douglas Mawson	1930	1
Douglas Mawson	1940	0
Douglas Mawson	1950	0
Douglas Mawson	1960	0
Douglas Mawson	1970	0
Douglas Mawson	1980	0
H. de Corbiac	1760	0
H. de Corbiac	1770	0
H. de Corbiac	1780	0
H. de Corbiac	1790	0
H. de Corbiac	1800	0
H. de Corbiac	1810	0
H. de Corbiac	1820	0
H. de Corbiac	1830	0
H. de Corbiac	1840	0
H. de Corbiac	1850	0
H. de Corbiac	1860	0
H. de Corbiac	1870	0
H. de Corbiac	1880	0
H. de Corbiac	1890	0
H. de Corbiac	1900	0
H. de Corbiac	1910	0
H. de Corbiac	1920	0
H. de Corbiac	1930	0
H. de Corbiac	1940	0
H. de Corbiac	1950	0
H. de Corbiac	1960	15
H. de Corbiac	1970	0
H. de Corbiac	1980	0
les géodésiens	1760	0
les géodésiens	1770	0
les géodésiens	1780	0
les géodésiens	1790	0
les géodésiens	1800	0
les géodésiens	1810	0
les géodésiens	1820	0
les géodésiens	1830	0
les géodésiens	1840	0
les géodésiens	1850	0
les géodésiens	1860	0
les géodésiens	1870	0
les géodésiens	1880	0
les géodésiens	1890	0
les géodésiens	1900	0
les géodésiens	1910	0
les géodésiens	1920	0
les géodésiens	1930	0
les géodésiens	1940	0
les géodésiens	1950	0
les géodésiens	1960	1
les géodésiens	1970	0
les géodésiens	1980	0
P. Bellair	1760	0
P. Bellair	1770	0
P. Bellair	1780	0
P. Bellair	1790	0
P. Bellair	1800	0
P. Bellair	1810	0
P. Bellair	1820	0
P. Bellair	1830	0
P. Bellair	1840	0
P. Bellair	1850	0
P. Bellair	1860	0
P. Bellair	1870	0
P. Bellair	1880	0
P. Bellair	1890	0
P. Bellair	1900	0
P. Bellair	1910	0
P. Bellair	1920	0
P. Bellair	1930	0
P. Bellair	1940	0
P. Bellair	1950	0
P. Bellair	1960	3
P. Bellair	1970	0
P. Bellair	1980	0
Jacques nougier	1760	0
Jacques nougier	1770	0
Jacques nougier	1780	0
Jacques nougier	1790	0
Jacques nougier	1800	0
Jacques nougier	1810	0
Jacques nougier	1820	0
Jacques nougier	1830	0
Jacques nougier	1840	0
Jacques nougier	1850	0
Jacques nougier	1860	0
Jacques nougier	1870	0
Jacques nougier	1880	0
Jacques nougier	1890	0
Jacques nougier	1900	0
Jacques nougier	1910	0
Jacques nougier	1920	0
Jacques nougier	1930	0
Jacques nougier	1940	0
Jacques nougier	1950	0
Jacques nougier	1960	2
Jacques nougier	1970	0
Jacques nougier	1980	0
Volot	1760	0
Volot	1770	0
Volot	1780	0
Volot	1790	0
Volot	1800	0
Volot	1810	0
Volot	1820	0
Volot	1830	0
Volot	1840	0
Volot	1850	0
Volot	1860	0
Volot	1870	0
Volot	1880	0
Volot	1890	0
Volot	1900	0
Volot	1910	0
Volot	1920	0
Volot	1930	0
Volot	1940	0
Volot	1950	0
Volot	1960	2
Volot	1970	0
Volot	1980	0
Mouzon	1760	0
Mouzon	1770	0
Mouzon	1780	0
Mouzon	1790	0
Mouzon	1800	0
Mouzon	1810	0
Mouzon	1820	0
Mouzon	1830	0
Mouzon	1840	0
Mouzon	1850	0
Mouzon	1860	0
Mouzon	1870	0
Mouzon	1880	0
Mouzon	1890	0
Mouzon	1900	0
Mouzon	1910	0
Mouzon	1920	0
Mouzon	1930	0
Mouzon	1940	0
Mouzon	1950	7
Mouzon	1960	1
Mouzon	1970	0
Mouzon	1980	0
M. Bilhaut	1760	0
M. Bilhaut	1770	0
M. Bilhaut	1780	0
M. Bilhaut	1790	0
M. Bilhaut	1800	0
M. Bilhaut	1810	0
M. Bilhaut	1820	0
M. Bilhaut	1830	0
M. Bilhaut	1840	0
M. Bilhaut	1850	0
M. Bilhaut	1860	0
M. Bilhaut	1870	0
M. Bilhaut	1880	0
M. Bilhaut	1890	0
M. Bilhaut	1900	0
M. Bilhaut	1910	0
M. Bilhaut	1920	0
M. Bilhaut	1930	0
M. Bilhaut	1940	0
M. Bilhaut	1950	0
M. Bilhaut	1960	1
M. Bilhaut	1970	0
M. Bilhaut	1980	0
la reconnaissance de 1965 (Bon Mardion)	1760	0
la reconnaissance de 1965 (Bon Mardion)	1770	0
la reconnaissance de 1965 (Bon Mardion)	1780	0
la reconnaissance de 1965 (Bon Mardion)	1790	0
la reconnaissance de 1965 (Bon Mardion)	1800	0
la reconnaissance de 1965 (Bon Mardion)	1810	0
la reconnaissance de 1965 (Bon Mardion)	1820	0
la reconnaissance de 1965 (Bon Mardion)	1830	0
la reconnaissance de 1965 (Bon Mardion)	1840	0
la reconnaissance de 1965 (Bon Mardion)	1850	0
la reconnaissance de 1965 (Bon Mardion)	1860	0
la reconnaissance de 1965 (Bon Mardion)	1870	0
la reconnaissance de 1965 (Bon Mardion)	1880	0
la reconnaissance de 1965 (Bon Mardion)	1890	0
la reconnaissance de 1965 (Bon Mardion)	1900	0
la reconnaissance de 1965 (Bon Mardion)	1910	0
la reconnaissance de 1965 (Bon Mardion)	1920	0
la reconnaissance de 1965 (Bon Mardion)	1930	0
la reconnaissance de 1965 (Bon Mardion)	1940	0
la reconnaissance de 1965 (Bon Mardion)	1950	0
la reconnaissance de 1965 (Bon Mardion)	1960	1
la reconnaissance de 1965 (Bon Mardion)	1970	0
la reconnaissance de 1965 (Bon Mardion)	1980	0
le Service de la Marine	1760	0
le Service de la Marine	1770	0
le Service de la Marine	1780	0
le Service de la Marine	1790	0
le Service de la Marine	1800	0
le Service de la Marine	1810	0
le Service de la Marine	1820	0
le Service de la Marine	1830	0
le Service de la Marine	1840	0
le Service de la Marine	1850	0
le Service de la Marine	1860	0
le Service de la Marine	1870	0
le Service de la Marine	1880	0
le Service de la Marine	1890	0
le Service de la Marine	1900	0
le Service de la Marine	1910	1
le Service de la Marine	1920	0
le Service de la Marine	1930	0
le Service de la Marine	1940	0
le Service de la Marine	1950	0
le Service de la Marine	1960	0
le Service de la Marine	1970	0
le Service de la Marine	1980	0
les missions hélicoptères de l'Armée de l'Air	1760	0
les missions hélicoptères de l'Armée de l'Air	1770	0
les missions hélicoptères de l'Armée de l'Air	1780	0
les missions hélicoptères de l'Armée de l'Air	1790	0
les missions hélicoptères de l'Armée de l'Air	1800	0
les missions hélicoptères de l'Armée de l'Air	1810	0
les missions hélicoptères de l'Armée de l'Air	1820	0
les missions hélicoptères de l'Armée de l'Air	1830	0
les missions hélicoptères de l'Armée de l'Air	1840	0
les missions hélicoptères de l'Armée de l'Air	1850	0
les missions hélicoptères de l'Armée de l'Air	1860	0
les missions hélicoptères de l'Armée de l'Air	1870	0
les missions hélicoptères de l'Armée de l'Air	1880	0
les missions hélicoptères de l'Armée de l'Air	1890	0
les missions hélicoptères de l'Armée de l'Air	1900	0
les missions hélicoptères de l'Armée de l'Air	1910	0
les missions hélicoptères de l'Armée de l'Air	1920	0
les missions hélicoptères de l'Armée de l'Air	1930	0
les missions hélicoptères de l'Armée de l'Air	1940	0
les missions hélicoptères de l'Armée de l'Air	1950	0
les missions hélicoptères de l'Armée de l'Air	1960	1
les missions hélicoptères de l'Armée de l'Air	1970	0
les missions hélicoptères de l'Armée de l'Air	1980	0
B. Frölich	1760	0
B. Frölich	1770	0
B. Frölich	1780	0
B. Frölich	1790	0
B. Frölich	1800	0
B. Frölich	1810	0
B. Frölich	1820	0
B. Frölich	1830	0
B. Frölich	1840	0
B. Frölich	1850	0
B. Frölich	1860	0
B. Frölich	1870	0
B. Frölich	1880	0
B. Frölich	1890	0
B. Frölich	1900	0
B. Frölich	1910	0
B. Frölich	1920	0
B. Frölich	1930	0
B. Frölich	1940	0
B. Frölich	1950	0
B. Frölich	1960	2
B. Frölich	1970	0
B. Frölich	1980	0
le Professeur Bauer	1760	0
le Professeur Bauer	1770	0
le Professeur Bauer	1780	0
le Professeur Bauer	1790	0
le Professeur Bauer	1800	0
le Professeur Bauer	1810	0
le Professeur Bauer	1820	0
le Professeur Bauer	1830	0
le Professeur Bauer	1840	0
le Professeur Bauer	1850	0
le Professeur Bauer	1860	0
le Professeur Bauer	1870	0
le Professeur Bauer	1880	0
le Professeur Bauer	1890	0
le Professeur Bauer	1900	0
le Professeur Bauer	1910	0
le Professeur Bauer	1920	0
le Professeur Bauer	1930	0
le Professeur Bauer	1940	0
le Professeur Bauer	1950	0
le Professeur Bauer	1960	1
le Professeur Bauer	1970	0
le Professeur Bauer	1980	0
