nom	annee	n
le Lapérouse (triangulation des géographes)	1760	0
le Lapérouse (triangulation des géographes)	1770	0
le Lapérouse (triangulation des géographes)	1780	0
le Lapérouse (triangulation des géographes)	1790	0
le Lapérouse (triangulation des géographes)	1800	0
le Lapérouse (triangulation des géographes)	1810	0
le Lapérouse (triangulation des géographes)	1820	0
le Lapérouse (triangulation des géographes)	1830	0
le Lapérouse (triangulation des géographes)	1840	0
le Lapérouse (triangulation des géographes)	1850	0
le Lapérouse (triangulation des géographes)	1860	0
le Lapérouse (triangulation des géographes)	1870	0
le Lapérouse (triangulation des géographes)	1880	0
le Lapérouse (triangulation des géographes)	1890	0
le Lapérouse (triangulation des géographes)	1900	0
le Lapérouse (triangulation des géographes)	1910	0
le Lapérouse (triangulation des géographes)	1920	0
le Lapérouse (triangulation des géographes)	1930	0
le Lapérouse (triangulation des géographes)	1940	0
le Lapérouse (triangulation des géographes)	1950	1
le Lapérouse (triangulation des géographes)	1960	0
le Lapérouse (triangulation des géographes)	1970	0
le Lapérouse (triangulation des géographes)	1980	0
P. Cormier	1760	0
P. Cormier	1770	0
P. Cormier	1780	0
P. Cormier	1790	0
P. Cormier	1800	0
P. Cormier	1810	0
P. Cormier	1820	0
P. Cormier	1830	0
P. Cormier	1840	0
P. Cormier	1850	0
P. Cormier	1860	0
P. Cormier	1870	0
P. Cormier	1880	0
P. Cormier	1890	0
P. Cormier	1900	0
P. Cormier	1910	0
P. Cormier	1920	0
P. Cormier	1930	0
P. Cormier	1940	0
P. Cormier	1950	0
P. Cormier	1960	2
P. Cormier	1970	0
P. Cormier	1980	0
G. Rouillon	1760	0
G. Rouillon	1770	0
G. Rouillon	1780	0
G. Rouillon	1790	0
G. Rouillon	1800	0
G. Rouillon	1810	0
G. Rouillon	1820	0
G. Rouillon	1830	0
G. Rouillon	1840	0
G. Rouillon	1850	0
G. Rouillon	1860	0
G. Rouillon	1870	0
G. Rouillon	1880	0
G. Rouillon	1890	0
G. Rouillon	1900	0
G. Rouillon	1910	0
G. Rouillon	1920	0
G. Rouillon	1930	0
G. Rouillon	1940	0
G. Rouillon	1950	0
G. Rouillon	1960	2
G. Rouillon	1970	0
G. Rouillon	1980	0
H. Guichard	1760	0
H. Guichard	1770	0
H. Guichard	1780	0
H. Guichard	1790	0
H. Guichard	1800	0
H. Guichard	1810	0
H. Guichard	1820	0
H. Guichard	1830	0
H. Guichard	1840	0
H. Guichard	1850	0
H. Guichard	1860	0
H. Guichard	1870	0
H. Guichard	1880	0
H. Guichard	1890	0
H. Guichard	1900	0
H. Guichard	1910	0
H. Guichard	1920	0
H. Guichard	1930	0
H. Guichard	1940	0
H. Guichard	1950	0
H. Guichard	1960	16
H. Guichard	1970	0
H. Guichard	1980	0
Henri Bossière	1760	0
Henri Bossière	1770	0
Henri Bossière	1780	0
Henri Bossière	1790	0
Henri Bossière	1800	0
Henri Bossière	1810	0
Henri Bossière	1820	0
Henri Bossière	1830	0
Henri Bossière	1840	0
Henri Bossière	1850	0
Henri Bossière	1860	0
Henri Bossière	1870	0
Henri Bossière	1880	0
Henri Bossière	1890	0
Henri Bossière	1900	1
Henri Bossière	1910	0
Henri Bossière	1920	0
Henri Bossière	1930	0
Henri Bossière	1940	0
Henri Bossière	1950	0
Henri Bossière	1960	0
Henri Bossière	1970	0
Henri Bossière	1980	0
les chasseurs américains	1760	0
les chasseurs américains	1770	0
les chasseurs américains	1780	0
les chasseurs américains	1790	2
les chasseurs américains	1800	0
les chasseurs américains	1810	0
les chasseurs américains	1820	0
les chasseurs américains	1830	0
les chasseurs américains	1840	0
les chasseurs américains	1850	0
les chasseurs américains	1860	0
les chasseurs américains	1870	0
les chasseurs américains	1880	0
les chasseurs américains	1890	0
les chasseurs américains	1900	0
les chasseurs américains	1910	0
les chasseurs américains	1920	0
les chasseurs américains	1930	0
les chasseurs américains	1940	0
les chasseurs américains	1950	0
les chasseurs américains	1960	0
les chasseurs américains	1970	0
les chasseurs américains	1980	0
le capitaine Rhodes	1760	0
le capitaine Rhodes	1770	1
le capitaine Rhodes	1780	0
le capitaine Rhodes	1790	0
le capitaine Rhodes	1800	0
le capitaine Rhodes	1810	0
le capitaine Rhodes	1820	0
le capitaine Rhodes	1830	0
le capitaine Rhodes	1840	0
le capitaine Rhodes	1850	0
le capitaine Rhodes	1860	0
le capitaine Rhodes	1870	0
le capitaine Rhodes	1880	0
le capitaine Rhodes	1890	0
le capitaine Rhodes	1900	0
le capitaine Rhodes	1910	0
le capitaine Rhodes	1920	0
le capitaine Rhodes	1930	0
le capitaine Rhodes	1940	0
le capitaine Rhodes	1950	0
le capitaine Rhodes	1960	0
le capitaine Rhodes	1970	0
le capitaine Rhodes	1980	0
L. Leclaire	1760	0
L. Leclaire	1770	0
L. Leclaire	1780	0
L. Leclaire	1790	0
L. Leclaire	1800	0
L. Leclaire	1810	0
L. Leclaire	1820	0
L. Leclaire	1830	0
L. Leclaire	1840	0
L. Leclaire	1850	0
L. Leclaire	1860	0
L. Leclaire	1870	0
L. Leclaire	1880	0
L. Leclaire	1890	0
L. Leclaire	1900	0
L. Leclaire	1910	0
L. Leclaire	1920	0
L. Leclaire	1930	0
L. Leclaire	1940	0
L. Leclaire	1950	0
L. Leclaire	1960	1
L. Leclaire	1970	0
L. Leclaire	1980	0
D. Mawson	1760	0
D. Mawson	1770	0
D. Mawson	1780	0
D. Mawson	1790	0
D. Mawson	1800	0
D. Mawson	1810	0
D. Mawson	1820	0
D. Mawson	1830	0
D. Mawson	1840	0
D. Mawson	1850	0
D. Mawson	1860	0
D. Mawson	1870	0
D. Mawson	1880	0
D. Mawson	1890	0
D. Mawson	1900	0
D. Mawson	1910	0
D. Mawson	1920	0
D. Mawson	1930	1
D. Mawson	1940	0
D. Mawson	1950	0
D. Mawson	1960	0
D. Mawson	1970	0
D. Mawson	1980	0
l'expédition de Mouzon	1760	0
l'expédition de Mouzon	1770	0
l'expédition de Mouzon	1780	0
l'expédition de Mouzon	1790	0
l'expédition de Mouzon	1800	0
l'expédition de Mouzon	1810	0
l'expédition de Mouzon	1820	0
l'expédition de Mouzon	1830	0
l'expédition de Mouzon	1840	0
l'expédition de Mouzon	1850	0
l'expédition de Mouzon	1860	0
l'expédition de Mouzon	1870	0
l'expédition de Mouzon	1880	0
l'expédition de Mouzon	1890	0
l'expédition de Mouzon	1900	0
l'expédition de Mouzon	1910	0
l'expédition de Mouzon	1920	0
l'expédition de Mouzon	1930	0
l'expédition de Mouzon	1940	0
l'expédition de Mouzon	1950	1
l'expédition de Mouzon	1960	0
l'expédition de Mouzon	1970	0
l'expédition de Mouzon	1980	0
La Curieuse (Rallier du Baty)	1760	0
La Curieuse (Rallier du Baty)	1770	0
La Curieuse (Rallier du Baty)	1780	0
La Curieuse (Rallier du Baty)	1790	0
La Curieuse (Rallier du Baty)	1800	0
La Curieuse (Rallier du Baty)	1810	0
La Curieuse (Rallier du Baty)	1820	0
La Curieuse (Rallier du Baty)	1830	0
La Curieuse (Rallier du Baty)	1840	0
La Curieuse (Rallier du Baty)	1850	0
La Curieuse (Rallier du Baty)	1860	0
La Curieuse (Rallier du Baty)	1870	0
La Curieuse (Rallier du Baty)	1880	0
La Curieuse (Rallier du Baty)	1890	0
La Curieuse (Rallier du Baty)	1900	0
La Curieuse (Rallier du Baty)	1910	1
La Curieuse (Rallier du Baty)	1920	0
La Curieuse (Rallier du Baty)	1930	0
La Curieuse (Rallier du Baty)	1940	0
La Curieuse (Rallier du Baty)	1950	0
La Curieuse (Rallier du Baty)	1960	0
La Curieuse (Rallier du Baty)	1970	0
La Curieuse (Rallier du Baty)	1980	0
la reconnaissance de l'équipe Jalon	1760	0
la reconnaissance de l'équipe Jalon	1770	0
la reconnaissance de l'équipe Jalon	1780	0
la reconnaissance de l'équipe Jalon	1790	0
la reconnaissance de l'équipe Jalon	1800	0
la reconnaissance de l'équipe Jalon	1810	0
la reconnaissance de l'équipe Jalon	1820	0
la reconnaissance de l'équipe Jalon	1830	0
la reconnaissance de l'équipe Jalon	1840	0
la reconnaissance de l'équipe Jalon	1850	0
la reconnaissance de l'équipe Jalon	1860	0
la reconnaissance de l'équipe Jalon	1870	0
la reconnaissance de l'équipe Jalon	1880	0
la reconnaissance de l'équipe Jalon	1890	0
la reconnaissance de l'équipe Jalon	1900	0
la reconnaissance de l'équipe Jalon	1910	0
la reconnaissance de l'équipe Jalon	1920	0
la reconnaissance de l'équipe Jalon	1930	0
la reconnaissance de l'équipe Jalon	1940	0
la reconnaissance de l'équipe Jalon	1950	0
la reconnaissance de l'équipe Jalon	1960	1
la reconnaissance de l'équipe Jalon	1970	0
la reconnaissance de l'équipe Jalon	1980	0
le Challenger	1760	0
le Challenger	1770	0
le Challenger	1780	0
le Challenger	1790	0
le Challenger	1800	0
le Challenger	1810	0
le Challenger	1820	0
le Challenger	1830	0
le Challenger	1840	0
le Challenger	1850	0
le Challenger	1860	0
le Challenger	1870	1
le Challenger	1880	0
le Challenger	1890	0
le Challenger	1900	0
le Challenger	1910	0
le Challenger	1920	0
le Challenger	1930	0
le Challenger	1940	0
le Challenger	1950	0
le Challenger	1960	0
le Challenger	1970	0
le Challenger	1980	0
Le Bougainville	1760	0
Le Bougainville	1770	0
Le Bougainville	1780	0
Le Bougainville	1790	0
Le Bougainville	1800	0
Le Bougainville	1810	0
Le Bougainville	1820	0
Le Bougainville	1830	0
Le Bougainville	1840	0
Le Bougainville	1850	0
Le Bougainville	1860	0
Le Bougainville	1870	0
Le Bougainville	1880	0
Le Bougainville	1890	0
Le Bougainville	1900	0
Le Bougainville	1910	0
Le Bougainville	1920	0
Le Bougainville	1930	1
Le Bougainville	1940	0
Le Bougainville	1950	0
Le Bougainville	1960	0
Le Bougainville	1970	0
Le Bougainville	1980	0
la 4ème mission à Port-aux-Français	1760	0
la 4ème mission à Port-aux-Français	1770	0
la 4ème mission à Port-aux-Français	1780	0
la 4ème mission à Port-aux-Français	1790	0
la 4ème mission à Port-aux-Français	1800	0
la 4ème mission à Port-aux-Français	1810	0
la 4ème mission à Port-aux-Français	1820	0
la 4ème mission à Port-aux-Français	1830	0
la 4ème mission à Port-aux-Français	1840	0
la 4ème mission à Port-aux-Français	1850	0
la 4ème mission à Port-aux-Français	1860	0
la 4ème mission à Port-aux-Français	1870	0
la 4ème mission à Port-aux-Français	1880	0
la 4ème mission à Port-aux-Français	1890	0
la 4ème mission à Port-aux-Français	1900	0
la 4ème mission à Port-aux-Français	1910	0
la 4ème mission à Port-aux-Français	1920	0
la 4ème mission à Port-aux-Français	1930	0
la 4ème mission à Port-aux-Français	1940	0
la 4ème mission à Port-aux-Français	1950	1
la 4ème mission à Port-aux-Français	1960	0
la 4ème mission à Port-aux-Français	1970	0
la 4ème mission à Port-aux-Français	1980	0
Roulet-Matton	1760	0
Roulet-Matton	1770	0
Roulet-Matton	1780	0
Roulet-Matton	1790	0
Roulet-Matton	1800	0
Roulet-Matton	1810	0
Roulet-Matton	1820	0
Roulet-Matton	1830	0
Roulet-Matton	1840	0
Roulet-Matton	1850	0
Roulet-Matton	1860	0
Roulet-Matton	1870	0
Roulet-Matton	1880	0
Roulet-Matton	1890	0
Roulet-Matton	1900	0
Roulet-Matton	1910	0
Roulet-Matton	1920	0
Roulet-Matton	1930	0
Roulet-Matton	1940	0
Roulet-Matton	1950	0
Roulet-Matton	1960	1
Roulet-Matton	1970	0
Roulet-Matton	1980	0
le Lapérouse	1760	0
le Lapérouse	1770	0
le Lapérouse	1780	0
le Lapérouse	1790	0
le Lapérouse	1800	0
le Lapérouse	1810	0
le Lapérouse	1820	0
le Lapérouse	1830	0
le Lapérouse	1840	0
le Lapérouse	1850	0
le Lapérouse	1860	0
le Lapérouse	1870	0
le Lapérouse	1880	0
le Lapérouse	1890	0
le Lapérouse	1900	0
le Lapérouse	1910	0
le Lapérouse	1920	0
le Lapérouse	1930	0
le Lapérouse	1940	0
le Lapérouse	1950	1
le Lapérouse	1960	0
le Lapérouse	1970	0
le Lapérouse	1980	0
l'usage	1760	0
l'usage	1770	0
l'usage	1780	0
l'usage	1790	0
l'usage	1800	0
l'usage	1810	0
l'usage	1820	0
l'usage	1830	0
l'usage	1840	0
l'usage	1850	0
l'usage	1860	0
l'usage	1870	0
l'usage	1880	0
l'usage	1890	0
l'usage	1900	0
l'usage	1910	0
l'usage	1920	0
l'usage	1930	0
l'usage	1940	0
l'usage	1950	0
l'usage	1960	1
l'usage	1970	0
l'usage	1980	0
le groupe de travail de toponymie	1760	0
le groupe de travail de toponymie	1770	0
le groupe de travail de toponymie	1780	0
le groupe de travail de toponymie	1790	0
le groupe de travail de toponymie	1800	0
le groupe de travail de toponymie	1810	0
le groupe de travail de toponymie	1820	0
le groupe de travail de toponymie	1830	0
le groupe de travail de toponymie	1840	0
le groupe de travail de toponymie	1850	0
le groupe de travail de toponymie	1860	0
le groupe de travail de toponymie	1870	0
le groupe de travail de toponymie	1880	0
le groupe de travail de toponymie	1890	0
le groupe de travail de toponymie	1900	0
le groupe de travail de toponymie	1910	0
le groupe de travail de toponymie	1920	0
le groupe de travail de toponymie	1930	0
le groupe de travail de toponymie	1940	0
le groupe de travail de toponymie	1950	0
le groupe de travail de toponymie	1960	1
le groupe de travail de toponymie	1970	0
le groupe de travail de toponymie	1980	0
l'expédition du Volage	1760	0
l'expédition du Volage	1770	0
l'expédition du Volage	1780	0
l'expédition du Volage	1790	0
l'expédition du Volage	1800	0
l'expédition du Volage	1810	0
l'expédition du Volage	1820	0
l'expédition du Volage	1830	0
l'expédition du Volage	1840	0
l'expédition du Volage	1850	0
l'expédition du Volage	1860	0
l'expédition du Volage	1870	1
l'expédition du Volage	1880	0
l'expédition du Volage	1890	0
l'expédition du Volage	1900	0
l'expédition du Volage	1910	0
l'expédition du Volage	1920	0
l'expédition du Volage	1930	0
l'expédition du Volage	1940	0
l'expédition du Volage	1950	0
l'expédition du Volage	1960	0
l'expédition du Volage	1970	0
l'expédition du Volage	1980	0
les premières missions françaises	1760	0
les premières missions françaises	1770	0
les premières missions françaises	1780	0
les premières missions françaises	1790	0
les premières missions françaises	1800	0
les premières missions françaises	1810	0
les premières missions françaises	1820	0
les premières missions françaises	1830	0
les premières missions françaises	1840	0
les premières missions françaises	1850	0
les premières missions françaises	1860	0
les premières missions françaises	1870	0
les premières missions françaises	1880	0
les premières missions françaises	1890	0
les premières missions françaises	1900	0
les premières missions françaises	1910	0
les premières missions françaises	1920	0
les premières missions françaises	1930	0
les premières missions françaises	1940	1
les premières missions françaises	1950	0
les premières missions françaises	1960	0
les premières missions françaises	1970	0
les premières missions françaises	1980	0
les premières missions	1760	0
les premières missions	1770	0
les premières missions	1780	0
les premières missions	1790	0
les premières missions	1800	0
les premières missions	1810	0
les premières missions	1820	0
les premières missions	1830	0
les premières missions	1840	0
les premières missions	1850	0
les premières missions	1860	0
les premières missions	1870	0
les premières missions	1880	0
les premières missions	1890	0
les premières missions	1900	0
les premières missions	1910	0
les premières missions	1920	0
les premières missions	1930	0
les premières missions	1940	0
les premières missions	1950	1
les premières missions	1960	0
les premières missions	1970	0
les premières missions	1980	0
la firme anglo-norvégienne Storm Bull de Capetown	1760	0
la firme anglo-norvégienne Storm Bull de Capetown	1770	0
la firme anglo-norvégienne Storm Bull de Capetown	1780	0
la firme anglo-norvégienne Storm Bull de Capetown	1790	0
la firme anglo-norvégienne Storm Bull de Capetown	1800	0
la firme anglo-norvégienne Storm Bull de Capetown	1810	0
la firme anglo-norvégienne Storm Bull de Capetown	1820	0
la firme anglo-norvégienne Storm Bull de Capetown	1830	0
la firme anglo-norvégienne Storm Bull de Capetown	1840	0
la firme anglo-norvégienne Storm Bull de Capetown	1850	0
la firme anglo-norvégienne Storm Bull de Capetown	1860	0
la firme anglo-norvégienne Storm Bull de Capetown	1870	0
la firme anglo-norvégienne Storm Bull de Capetown	1880	0
la firme anglo-norvégienne Storm Bull de Capetown	1890	0
la firme anglo-norvégienne Storm Bull de Capetown	1900	1
la firme anglo-norvégienne Storm Bull de Capetown	1910	0
la firme anglo-norvégienne Storm Bull de Capetown	1920	0
la firme anglo-norvégienne Storm Bull de Capetown	1930	0
la firme anglo-norvégienne Storm Bull de Capetown	1940	0
la firme anglo-norvégienne Storm Bull de Capetown	1950	0
la firme anglo-norvégienne Storm Bull de Capetown	1960	0
la firme anglo-norvégienne Storm Bull de Capetown	1970	0
la firme anglo-norvégienne Storm Bull de Capetown	1980	0
la mission bathymétrique Leclaire	1760	0
la mission bathymétrique Leclaire	1770	0
la mission bathymétrique Leclaire	1780	0
la mission bathymétrique Leclaire	1790	0
la mission bathymétrique Leclaire	1800	0
la mission bathymétrique Leclaire	1810	0
la mission bathymétrique Leclaire	1820	0
la mission bathymétrique Leclaire	1830	0
la mission bathymétrique Leclaire	1840	0
la mission bathymétrique Leclaire	1850	0
la mission bathymétrique Leclaire	1860	0
la mission bathymétrique Leclaire	1870	0
la mission bathymétrique Leclaire	1880	0
la mission bathymétrique Leclaire	1890	0
la mission bathymétrique Leclaire	1900	0
la mission bathymétrique Leclaire	1910	0
la mission bathymétrique Leclaire	1920	0
la mission bathymétrique Leclaire	1930	0
la mission bathymétrique Leclaire	1940	0
la mission bathymétrique Leclaire	1950	0
la mission bathymétrique Leclaire	1960	1
la mission bathymétrique Leclaire	1970	0
la mission bathymétrique Leclaire	1980	0
le Génie de l'Air	1760	0
le Génie de l'Air	1770	0
le Génie de l'Air	1780	0
le Génie de l'Air	1790	0
le Génie de l'Air	1800	0
le Génie de l'Air	1810	0
le Génie de l'Air	1820	0
le Génie de l'Air	1830	0
le Génie de l'Air	1840	0
le Génie de l'Air	1850	0
le Génie de l'Air	1860	0
le Génie de l'Air	1870	0
le Génie de l'Air	1880	0
le Génie de l'Air	1890	0
le Génie de l'Air	1900	0
le Génie de l'Air	1910	0
le Génie de l'Air	1920	0
le Génie de l'Air	1930	0
le Génie de l'Air	1940	0
le Génie de l'Air	1950	1
le Génie de l'Air	1960	0
le Génie de l'Air	1970	0
le Génie de l'Air	1980	0
l'expédition de la Curieuse	1760	0
l'expédition de la Curieuse	1770	0
l'expédition de la Curieuse	1780	0
l'expédition de la Curieuse	1790	0
l'expédition de la Curieuse	1800	0
l'expédition de la Curieuse	1810	0
l'expédition de la Curieuse	1820	0
l'expédition de la Curieuse	1830	0
l'expédition de la Curieuse	1840	0
l'expédition de la Curieuse	1850	0
l'expédition de la Curieuse	1860	0
l'expédition de la Curieuse	1870	0
l'expédition de la Curieuse	1880	0
l'expédition de la Curieuse	1890	0
l'expédition de la Curieuse	1900	0
l'expédition de la Curieuse	1910	1
l'expédition de la Curieuse	1920	0
l'expédition de la Curieuse	1930	0
l'expédition de la Curieuse	1940	0
l'expédition de la Curieuse	1950	0
l'expédition de la Curieuse	1960	0
l'expédition de la Curieuse	1970	0
l'expédition de la Curieuse	1980	0
les anciens pêcheurs anglo-américains	1760	0
les anciens pêcheurs anglo-américains	1770	0
les anciens pêcheurs anglo-américains	1780	0
les anciens pêcheurs anglo-américains	1790	1
les anciens pêcheurs anglo-américains	1800	3
les anciens pêcheurs anglo-américains	1810	0
les anciens pêcheurs anglo-américains	1820	0
les anciens pêcheurs anglo-américains	1830	0
les anciens pêcheurs anglo-américains	1840	0
les anciens pêcheurs anglo-américains	1850	0
les anciens pêcheurs anglo-américains	1860	0
les anciens pêcheurs anglo-américains	1870	0
les anciens pêcheurs anglo-américains	1880	0
les anciens pêcheurs anglo-américains	1890	0
les anciens pêcheurs anglo-américains	1900	0
les anciens pêcheurs anglo-américains	1910	0
les anciens pêcheurs anglo-américains	1920	0
les anciens pêcheurs anglo-américains	1930	0
les anciens pêcheurs anglo-américains	1940	0
les anciens pêcheurs anglo-américains	1950	0
les anciens pêcheurs anglo-américains	1960	0
les anciens pêcheurs anglo-américains	1970	0
les anciens pêcheurs anglo-américains	1980	0
les pêcheurs anglais	1760	0
les pêcheurs anglais	1770	0
les pêcheurs anglais	1780	0
les pêcheurs anglais	1790	0
les pêcheurs anglais	1800	0
les pêcheurs anglais	1810	0
les pêcheurs anglais	1820	0
les pêcheurs anglais	1830	0
les pêcheurs anglais	1840	0
les pêcheurs anglais	1850	1
les pêcheurs anglais	1860	0
les pêcheurs anglais	1870	0
les pêcheurs anglais	1880	0
les pêcheurs anglais	1890	0
les pêcheurs anglais	1900	0
les pêcheurs anglais	1910	0
les pêcheurs anglais	1920	0
les pêcheurs anglais	1930	0
les pêcheurs anglais	1940	0
les pêcheurs anglais	1950	0
les pêcheurs anglais	1960	0
les pêcheurs anglais	1970	0
les pêcheurs anglais	1980	0
le capitaine Cook	1760	0
le capitaine Cook	1770	1
le capitaine Cook	1780	0
le capitaine Cook	1790	0
le capitaine Cook	1800	0
le capitaine Cook	1810	0
le capitaine Cook	1820	0
le capitaine Cook	1830	0
le capitaine Cook	1840	0
le capitaine Cook	1850	0
le capitaine Cook	1860	0
le capitaine Cook	1870	0
le capitaine Cook	1880	0
le capitaine Cook	1890	0
le capitaine Cook	1900	0
le capitaine Cook	1910	0
le capitaine Cook	1920	0
le capitaine Cook	1930	0
le capitaine Cook	1940	0
le capitaine Cook	1950	0
le capitaine Cook	1960	0
le capitaine Cook	1970	0
le capitaine Cook	1980	0
les anciens pêcheurs à l'Ile de l'Ouest	1760	0
les anciens pêcheurs à l'Ile de l'Ouest	1770	0
les anciens pêcheurs à l'Ile de l'Ouest	1780	0
les anciens pêcheurs à l'Ile de l'Ouest	1790	0
les anciens pêcheurs à l'Ile de l'Ouest	1800	1
les anciens pêcheurs à l'Ile de l'Ouest	1810	0
les anciens pêcheurs à l'Ile de l'Ouest	1820	0
les anciens pêcheurs à l'Ile de l'Ouest	1830	0
les anciens pêcheurs à l'Ile de l'Ouest	1840	0
les anciens pêcheurs à l'Ile de l'Ouest	1850	0
les anciens pêcheurs à l'Ile de l'Ouest	1860	0
les anciens pêcheurs à l'Ile de l'Ouest	1870	0
les anciens pêcheurs à l'Ile de l'Ouest	1880	0
les anciens pêcheurs à l'Ile de l'Ouest	1890	0
les anciens pêcheurs à l'Ile de l'Ouest	1900	0
les anciens pêcheurs à l'Ile de l'Ouest	1910	0
les anciens pêcheurs à l'Ile de l'Ouest	1920	0
les anciens pêcheurs à l'Ile de l'Ouest	1930	0
les anciens pêcheurs à l'Ile de l'Ouest	1940	0
les anciens pêcheurs à l'Ile de l'Ouest	1950	0
les anciens pêcheurs à l'Ile de l'Ouest	1960	0
les anciens pêcheurs à l'Ile de l'Ouest	1970	0
les anciens pêcheurs à l'Ile de l'Ouest	1980	0
la reconnaissance de la 15ème mission	1760	0
la reconnaissance de la 15ème mission	1770	0
la reconnaissance de la 15ème mission	1780	0
la reconnaissance de la 15ème mission	1790	0
la reconnaissance de la 15ème mission	1800	0
la reconnaissance de la 15ème mission	1810	0
la reconnaissance de la 15ème mission	1820	0
la reconnaissance de la 15ème mission	1830	0
la reconnaissance de la 15ème mission	1840	0
la reconnaissance de la 15ème mission	1850	0
la reconnaissance de la 15ème mission	1860	0
la reconnaissance de la 15ème mission	1870	0
la reconnaissance de la 15ème mission	1880	0
la reconnaissance de la 15ème mission	1890	0
la reconnaissance de la 15ème mission	1900	0
la reconnaissance de la 15ème mission	1910	0
la reconnaissance de la 15ème mission	1920	0
la reconnaissance de la 15ème mission	1930	0
la reconnaissance de la 15ème mission	1940	0
la reconnaissance de la 15ème mission	1950	0
la reconnaissance de la 15ème mission	1960	1
la reconnaissance de la 15ème mission	1970	0
la reconnaissance de la 15ème mission	1980	0
les anciens phoquiers	1760	0
les anciens phoquiers	1770	0
les anciens phoquiers	1780	0
les anciens phoquiers	1790	1
les anciens phoquiers	1800	0
les anciens phoquiers	1810	0
les anciens phoquiers	1820	0
les anciens phoquiers	1830	0
les anciens phoquiers	1840	0
les anciens phoquiers	1850	0
les anciens phoquiers	1860	0
les anciens phoquiers	1870	0
les anciens phoquiers	1880	0
les anciens phoquiers	1890	0
les anciens phoquiers	1900	0
les anciens phoquiers	1910	0
les anciens phoquiers	1920	0
les anciens phoquiers	1930	0
les anciens phoquiers	1940	0
les anciens phoquiers	1950	0
les anciens phoquiers	1960	0
les anciens phoquiers	1970	0
les anciens phoquiers	1980	0
John Nunn	1760	0
John Nunn	1770	0
John Nunn	1780	0
John Nunn	1790	0
John Nunn	1800	0
John Nunn	1810	0
John Nunn	1820	1
John Nunn	1830	0
John Nunn	1840	0
John Nunn	1850	0
John Nunn	1860	0
John Nunn	1870	0
John Nunn	1880	0
John Nunn	1890	0
John Nunn	1900	0
John Nunn	1910	0
John Nunn	1920	0
John Nunn	1930	0
John Nunn	1940	0
John Nunn	1950	0
John Nunn	1960	0
John Nunn	1970	0
John Nunn	1980	0
E. Brémond	1760	0
E. Brémond	1770	0
E. Brémond	1780	0
E. Brémond	1790	0
E. Brémond	1800	0
E. Brémond	1810	0
E. Brémond	1820	0
E. Brémond	1830	0
E. Brémond	1840	0
E. Brémond	1850	0
E. Brémond	1860	0
E. Brémond	1870	0
E. Brémond	1880	0
E. Brémond	1890	0
E. Brémond	1900	0
E. Brémond	1910	0
E. Brémond	1920	0
E. Brémond	1930	0
E. Brémond	1940	1
E. Brémond	1950	0
E. Brémond	1960	0
E. Brémond	1970	0
E. Brémond	1980	0
